ROI1,ROI2,NumVoxelsROI1,NumVoxelsROI2,NumVoxelsShared,Overlap
1,1,37,85,0,0
1,2,37,134,0,0
1,3,37,48,0,0
1,4,37,161,0,0
1,5,37,159,29,0.173652694610778
1,6,37,48,0,0
1,7,37,107,0,0
1,8,37,66,0,0
1,9,37,92,0,0
1,10,37,66,0,0
1,11,37,45,0,0
1,12,37,45,0,0
1,13,37,32,0,0
1,14,37,39,0,0
1,15,37,34,0,0
2,1,74,85,14,0.096551724137931
2,2,74,134,0,0
2,3,74,48,0,0
2,4,74,161,0,0
2,5,74,159,3,0.0130434782608696
2,6,74,48,0,0
2,7,74,107,0,0
2,8,74,66,0,0
2,9,74,92,0,0
2,10,74,66,0,0
2,11,74,45,0,0
2,12,74,45,0,0
2,13,74,32,0,0
2,14,74,39,0,0
2,15,74,34,0,0
3,1,46,85,0,0
3,2,46,134,0,0
3,3,46,48,0,0
3,4,46,161,0,0
3,5,46,159,0,0
3,6,46,48,0,0
3,7,46,107,0,0
3,8,46,66,0,0
3,9,46,92,0,0
3,10,46,66,0,0
3,11,46,45,0,0
3,12,46,45,0,0
3,13,46,32,0,0
3,14,46,39,0,0
3,15,46,34,0,0
4,1,162,85,0,0
4,2,162,134,0,0
4,3,162,48,0,0
4,4,162,161,0,0
4,5,162,159,0,0
4,6,162,48,0,0
4,7,162,107,0,0
4,8,162,66,0,0
4,9,162,92,0,0
4,10,162,66,0,0
4,11,162,45,0,0
4,12,162,45,0,0
4,13,162,32,0,0
4,14,162,39,0,0
4,15,162,34,0,0
5,1,294,85,0,0
5,2,294,134,23,0.0567901234567901
5,3,294,48,0,0
5,4,294,161,13,0.0294117647058824
5,5,294,159,0,0
5,6,294,48,0,0
5,7,294,107,0,0
5,8,294,66,0,0
5,9,294,92,0,0
5,10,294,66,0,0
5,11,294,45,0,0
5,12,294,45,0,0
5,13,294,32,0,0
5,14,294,39,0,0
5,15,294,34,0,0
6,1,64,85,0,0
6,2,64,134,0,0
6,3,64,48,0,0
6,4,64,161,1,0.00446428571428571
6,5,64,159,0,0
6,6,64,48,0,0
6,7,64,107,0,0
6,8,64,66,0,0
6,9,64,92,0,0
6,10,64,66,0,0
6,11,64,45,0,0
6,12,64,45,0,0
6,13,64,32,0,0
6,14,64,39,0,0
6,15,64,34,0,0
7,1,37,85,0,0
7,2,37,134,0,0
7,3,37,48,0,0
7,4,37,161,0,0
7,5,37,159,0,0
7,6,37,48,0,0
7,7,37,107,0,0
7,8,37,66,0,0
7,9,37,92,0,0
7,10,37,66,0,0
7,11,37,45,0,0
7,12,37,45,0,0
7,13,37,32,0,0
7,14,37,39,0,0
7,15,37,34,0,0
8,1,74,85,0,0
8,2,74,134,0,0
8,3,74,48,0,0
8,4,74,161,0,0
8,5,74,159,0,0
8,6,74,48,0,0
8,7,74,107,0,0
8,8,74,66,0,0
8,9,74,92,0,0
8,10,74,66,0,0
8,11,74,45,0,0
8,12,74,45,0,0
8,13,74,32,0,0
8,14,74,39,0,0
8,15,74,34,0,0
9,1,46,85,0,0
9,2,46,134,0,0
9,3,46,48,0,0
9,4,46,161,0,0
9,5,46,159,0,0
9,6,46,48,0,0
9,7,46,107,0,0
9,8,46,66,0,0
9,9,46,92,0,0
9,10,46,66,0,0
9,11,46,45,0,0
9,12,46,45,0,0
9,13,46,32,0,0
9,14,46,39,0,0
9,15,46,34,0,0
10,1,162,85,0,0
10,2,162,134,0,0
10,3,162,48,0,0
10,4,162,161,0,0
10,5,162,159,0,0
10,6,162,48,0,0
10,7,162,107,0,0
10,8,162,66,0,0
10,9,162,92,0,0
10,10,162,66,0,0
10,11,162,45,0,0
10,12,162,45,0,0
10,13,162,32,0,0
10,14,162,39,0,0
10,15,162,34,0,0
11,1,294,85,0,0
11,2,294,134,0,0
11,3,294,48,0,0
11,4,294,161,0,0
11,5,294,159,0,0
11,6,294,48,0,0
11,7,294,107,0,0
11,8,294,66,0,0
11,9,294,92,0,0
11,10,294,66,0,0
11,11,294,45,0,0
11,12,294,45,0,0
11,13,294,32,0,0
11,14,294,39,0,0
11,15,294,34,0,0
12,1,64,85,0,0
12,2,64,134,0,0
12,3,64,48,0,0
12,4,64,161,0,0
12,5,64,159,0,0
12,6,64,48,0,0
12,7,64,107,0,0
12,8,64,66,0,0
12,9,64,92,0,0
12,10,64,66,0,0
12,11,64,45,0,0
12,12,64,45,0,0
12,13,64,32,0,0
12,14,64,39,0,0
12,15,64,34,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
